,2018-12-18,2018-12-19,2018-12-20,2018-12-31,2019-01-03,2019-01-04,2019-01-07,2019-01-14,2019-02-07,2019-02-11
45 min,16.786177777777777,16.332933333333337,15.998288888888894,15.735111111111111,16.53386666666666,16.979399999999995,17.485355555555557,17.79882222222222,15.987800000000005,16.898111111111117
5 day,18.114,17.54,16.892,15.668000000000001,15.953999999999999,16.234,16.61,17.796,17.599999999999998,16.863999999999997
5 hr,16.753799999999995,16.732456666666664,16.05256666666666,15.546543333333332,16.61900333333333,16.95723999999997,17.402983333333335,17.936306666666667,15.75501333333334,16.559323333333328
5 min,16.9866,16.285,15.953999999999999,15.837,16.491999999999997,17.034999999999997,17.43,17.78,16.201,16.828
5.5 hr,16.747869696969694,16.776315151515153,16.09048484848484,15.526857575757575,16.596775757575752,16.952969696969667,17.383436363636367,17.93204848484848,15.730633333333337,16.534193939393933
50 day,22.8734,22.663400000000003,22.46,21.279000000000007,20.9298,20.775,20.622600000000002,19.9226,18.032200000000003,17.838
50 min,16.78182,16.339440000000003,15.992800000000006,15.721400000000003,16.54018,16.982699999999994,17.48912,17.813720000000004,15.974860000000005,16.901300000000003
55 min,16.780127272727274,16.343127272727273,15.984018181818188,15.711236363636369,16.541981818181814,16.98405454545454,17.490563636363635,17.827418181818185,15.963490909090915,16.897400000000005
6 hr,16.73585277777777,16.820983333333345,16.107188888888892,15.529636111111119,16.56226111111111,16.940466666666644,17.374711111111118,17.932322222222208,15.669866666666664,16.523847222222216
6.5 hr,16.737356410256407,16.854779487179492,16.100097435897442,15.531007692307698,16.531661538461538,16.915833333333314,17.35697948717949,17.92527179487178,15.60423076923077,16.506289743589733
60 day,23.508666666666667,23.322166666666664,23.150666666666666,22.041000000000007,21.707500000000003,21.54566666666667,21.400833333333335,20.760333333333335,18.769166666666663,18.5675
70 day,24.063,23.879714285714286,23.704285714285714,22.70614285714286,22.418571428571433,22.27,22.14414285714286,21.498857142857148,19.663571428571434,19.429714285714287
80 day,24.585374999999996,24.431999999999995,24.273874999999997,23.351750000000003,23.039875000000002,22.889375,22.754375000000003,22.1475,20.350875000000006,20.126250000000006
90 day,25.04888888888888,24.91733333333332,24.778999999999993,23.895222222222223,23.617888888888892,23.490333333333336,23.366222222222227,22.80566666666667,21.02077777777778,20.78044444444445
Tomorrow,16.25,15.96,15.52,16.22,17.04,17.44,17.56,18.18,15.91,18.05
