,2018-12-11,2018-12-13,2018-12-14,2018-12-17,2018-12-19,2018-12-21,2018-12-31,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-10,2019-01-11,2019-01-16,2019-01-17,2019-01-18,2019-01-23,2019-01-24,2019-01-25,2019-01-29,2019-01-30,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-13,2019-02-14,2019-02-15
2 day,108.09,109.265,107.74000000000001,104.46000000000001,103.83,99.87,100.97999999999999,99.26,99.665,101.995,102.43,103.935,103.19999999999999,105.195,105.75,106.91499999999999,106.195,106.455,106.685,104.00999999999999,104.66,106.47999999999999,106.625,105.65,105.47,105.46000000000001,106.85,106.855,107.56
2 hr,108.68145833333334,109.1183083333333,106.22201666666665,102.47274166666669,103.9396083333333,98.77487500000001,101.31463333333333,97.99754166666668,101.89405833333338,102.33599999999997,102.88373333333337,103.23258333333335,102.35500833333334,105.43765833333335,105.78212499999995,107.37526666666665,106.17275000000001,105.88892500000003,107.0439416666666,102.85780833333337,106.0347666666666,107.07731666666665,105.93433333333336,105.00685833333341,105.13552500000002,105.23393333333334,107.1024833333333,107.00349166666673,107.9206
2.5 hr,108.52907333333333,109.17948666666663,106.27350666666666,102.65220666666669,104.3634533333333,98.97153333333333,101.42186,98.04086000000002,101.94994000000005,102.45633999999994,102.85479333333333,103.12691333333333,102.26301333333333,105.38803333333334,105.72146666666664,107.40012666666664,106.15332666666667,105.84845333333334,107.08617999999997,102.87621333333337,105.89068666666658,107.05034666666664,105.96234666666666,104.98011333333339,105.08878000000001,105.23381333333332,107.07379999999998,106.98434000000003,107.8141666666667
20 day,107.12752499999999,107.40950000000001,107.4625,107.24300000000001,106.9805,106.72650000000002,104.71849999999999,103.49549999999999,103.16599999999998,102.8095,102.7085,102.29299999999999,101.97900000000001,101.6825,101.78999999999999,101.991,102.62349999999999,103.22700000000002,103.55749999999998,103.88,104.12049999999999,105.0035,105.165,105.215,105.31850000000001,105.441,105.773,105.849,105.954
20 min,108.896,109.45660000000002,106.02265,102.2015,103.30874999999999,98.01960000000001,101.09385,97.69895,101.74839999999999,102.18359999999998,102.73510000000003,103.54060000000001,102.70779999999999,105.43865000000001,105.87485,107.4596,106.48395000000001,106.15429999999999,106.99929999999999,102.83625000000002,106.07554999999999,107.06934999999999,106.1507,105.26874999999998,105.1943,105.2971,106.9345,107.01265000000001,108.0529
200 day,102.20282649999999,102.36728000000001,102.43893650000001,102.49390550000003,102.60899650000005,102.67792000000004,102.81781500000007,102.88458900000005,102.93436300000006,102.98799650000008,103.05861300000008,103.20438200000008,103.27657900000007,103.50956750000009,103.59717950000008,103.67980350000009,103.84002500000008,103.92280250000009,104.0000110000001,104.1244075000001,104.1966780000001,104.4073100000001,104.46834950000007,104.52386100000007,104.59238400000008,104.66280700000007,104.79269150000007,104.86538950000005,104.93737900000004
25 min,108.96052000000003,109.39887999999999,106.07516,102.1866,103.22959999999999,97.95612000000001,101.12907999999999,97.75895999999999,101.72891999999997,102.21212,102.76512000000002,103.50424000000001,102.68344,105.42464,105.87907999999999,107.47308000000001,106.47536,106.13923999999997,106.99707999999998,102.84676000000002,106.07428,107.08511999999999,106.14952000000001,105.21943999999999,105.17724,105.27164,106.98719999999999,107.03864,108.02879999999999
3 hr,108.51253333333338,109.14727222222217,106.43366111111112,102.8974944444444,104.64789444444446,99.08495555555558,101.54037777777779,98.12829444444444,102.01666111111115,102.56454444444442,102.79948333333333,103.08856666666667,102.19044444444445,105.36339444444444,105.66852777777775,107.46993888888886,106.12292222222216,105.82412222222223,107.1213166666666,102.86950555555565,105.82662222222214,106.99753333333325,105.99410555555559,104.95113888888893,105.04535,105.25922777777775,107.05582777777774,106.97234444444445,107.77994444444447
3.5 hr,108.51922857142858,109.14696666666667,106.59991904761907,103.15758571428569,104.90434285714284,99.12938095238098,101.56970476190477,98.24890952380949,102.02205238095242,102.62425714285712,102.74866666666664,103.09313809523813,102.17609047619047,105.34170000000005,105.63929047619044,107.51215714285709,106.07974761904755,105.83768571428568,107.18164761904755,102.8360476190477,105.801819047619,106.97924761904757,106.01122380952386,104.90239047619053,105.0103238095238,105.2986952380953,107.05016666666661,106.98058095238102,107.76362857142857
30 day,107.09689999999999,107.49166000000001,107.48097333333334,107.39516000000002,107.22546000000003,106.59228666666668,105.24566666666666,104.67733333333332,104.58766666666665,104.59933333333333,104.589,104.53333333333333,104.3886666666667,103.73000000000002,103.531,103.50399999999999,103.45,103.40366666666668,103.35633333333332,103.006,103.01766666666666,103.288,103.548,103.91933333333333,104.08966666666667,104.22533333333334,104.61666666666669,104.80933333333336,105.17000000000002
30 min,109.03123333333335,109.37006666666666,106.13506666666666,102.15429999999999,103.19833333333332,98.0053,101.16726666666666,97.81329999999998,101.70689999999998,102.20603333333332,102.78536666666669,103.47803333333334,102.64806666666668,105.41963333333335,105.89023333333333,107.46793333333333,106.45503333333335,106.12769999999998,106.97586666666666,102.86343333333333,106.0726,107.09163333333332,106.13203333333335,105.18906666666665,105.16986666666666,105.26813333333334,107.02669999999999,107.04766666666666,108.00913333333332
4 hr,108.53921666666673,109.12182083333333,106.74661666666665,103.45634999999996,105.09193333333329,99.1935041666667,101.54554166666668,98.32446249999998,101.98750000000005,102.65946249999999,102.70410416666662,103.10499166666672,102.18429166666664,105.33601250000001,105.62496666666661,107.50875416666663,106.01789166666664,105.86712083333333,107.2475708333333,102.78828333333345,105.79667499999998,106.97062499999996,106.00924583333337,104.88487916666675,104.99222083333329,105.3152083333334,107.05688749999996,106.94980833333335,107.75682083333335
4.5 hr,108.61286666666673,109.13719999999999,106.87516666666666,103.6259592592592,105.16482592592588,99.37437777777777,101.50577407407405,98.41308888888888,101.94361111111117,102.67746296296295,102.62706666666661,103.13925925925932,102.17484814814812,105.34163703703703,105.59935925925922,107.49411481481476,106.00999259259257,105.8907962962963,107.28461851851851,102.75498148148155,105.73262222222222,106.94688888888886,106.01555185185187,104.88755555555564,104.97358888888887,105.31432962962974,107.05252222222218,106.88543333333338,107.7395777777778
40 day,107.25085749999998,107.2726125,107.16751749999999,107.038935,106.79665500000002,106.55228,105.81373,105.497535,105.369595,105.23967750000001,105.02271500000002,104.7102625,104.62000250000001,104.46275,104.4085,104.48574999999998,104.675,104.75325000000002,104.77074999999999,104.51475,104.41950000000001,103.90650000000001,103.93675,103.87875,103.80575000000002,103.71000000000001,103.66550000000002,103.76575000000003,103.872
45 min,109.10753333333334,109.3383111111111,106.24077777777777,102.23155555555556,103.06306666666669,98.07475555555557,101.2222222222222,97.80204444444443,101.71206666666666,102.2194888888889,102.83095555555558,103.42551111111112,102.60584444444443,105.46104444444445,105.85564444444444,107.46042222222222,106.40748888888892,106.09277777777778,107.00251111111112,102.84631111111109,106.0726444444444,107.08442222222222,106.10731111111114,105.13644444444444,105.16675555555554,105.26435555555557,107.07868888888885,107.04906666666666,107.96742222222224
5 day,107.742,107.90599999999999,108.148,107.208,105.20600000000002,102.05799999999999,99.566,100.33200000000001,100.482,100.816,101.06200000000001,102.93200000000002,103.106,103.768,104.272,105.25399999999999,106.31999999999998,106.48400000000001,106.694,105.62,105.554,105.30999999999999,105.24000000000001,105.40799999999999,105.98600000000002,105.888,105.978,106.304,106.814
5 hr,108.7121633333334,109.13816333333331,107.05417999999999,103.7986166666666,105.20406999999997,99.53519000000004,101.49351666666666,98.41776999999998,101.92386000000008,102.64675333333331,102.59177999999993,103.1659700000001,102.18350999999997,105.33807666666667,105.58210333333331,107.47395333333326,106.02422000000004,105.87536,107.3149,102.7591566666667,105.63792999999995,106.91307999999997,106.0385266666667,104.90396666666676,104.97309,105.32330000000012,107.07282666666664,106.81503333333333,107.73273000000003
5 min,108.7154,109.50039999999998,106.20039999999999,102.68820000000001,103.89599999999999,98.18419999999999,100.9956,97.4422,101.84200000000001,102.1322,102.7634,103.59200000000001,102.8294,105.4176,106.043,107.5296,106.60619999999999,106.201,107.01000000000002,102.897,106.2302,107.12839999999998,106.059,105.18799999999999,105.4,105.295,106.8196,106.931,108.131
5.5 hr,108.83836969696975,109.16592121212123,107.1979212121212,103.89949696969688,105.24379393939384,99.74090303030307,101.46869393939392,98.36157272727273,101.88302424242431,102.60975454545452,102.56200303030295,103.19510909090917,102.1949636363636,105.33063030303033,105.55720303030299,107.41496666666661,106.0435272727273,105.90578787878786,107.32869696969698,102.81165151515154,105.55434545454541,106.9039787878787,106.04822121212128,104.94046363636376,104.9824393939394,105.35761818181828,107.08723333333333,106.77161515151514,107.7637090909091
50 day,108.01672199999997,107.79197199999999,107.619078,107.43078,107.14356199999999,106.78874999999998,105.89641400000002,105.542294,105.39772400000001,105.28622200000001,105.30462400000002,105.17533999999999,105.163274,105.110096,105.11842799999998,105.13167599999997,105.00477199999997,104.90338399999999,104.86480999999998,104.7674,104.7956,104.76100000000001,104.8194,104.8634,104.84740000000002,104.8096,104.65740000000001,104.57760000000002,104.5002
50 min,109.13342000000003,109.30968000000001,106.26245999999998,102.27089999999998,103.04256000000004,98.13018,101.22899999999998,97.7933,101.72406,102.21444,102.83614000000003,103.41841999999998,102.60413999999997,105.46410000000002,105.85195999999998,107.46647999999998,106.37334000000004,106.0754,107.00268,102.83711999999997,106.05511999999997,107.07992000000002,106.10190000000003,105.11959999999999,105.16581999999997,105.25976000000003,107.08595999999997,107.04542,107.95877999999999
55 min,109.09583636363638,109.28949090909092,106.25641818181816,102.2883090909091,102.9633090909091,98.20676363636365,101.25036363636363,97.79438181818182,101.73914545454544,102.21347272727269,102.82276363636366,103.40954545454545,102.59674545454546,105.47132727272728,105.85883636363634,107.46161818181815,106.34212727272732,106.06545454545456,107.00361818181817,102.82650909090907,106.04729090909089,107.07836363636365,106.08709090909095,105.10439999999998,105.1554727272727,105.25714545454547,107.09016363636363,107.05319999999998,107.95554545454544
6 hr,108.94994166666669,109.26121666666671,107.33555555555553,103.96697777777776,105.25180833333324,99.87403333333341,101.4380388888889,98.35350000000001,101.7541000000001,102.51043611111109,102.59492499999996,103.17750833333339,102.2207,105.38056666666667,105.55691666666662,107.30904444444438,106.10009722222223,105.94244722222223,107.32638888888887,102.90426388888896,105.49248055555549,106.86171666666657,106.02817777777781,104.9654055555557,104.97282222222216,105.39211111111122,107.0946583333333,106.74478055555554,107.78206666666671
6.5 hr,109.0442230769231,109.28997692307698,107.39852051282054,103.99456410256404,105.18757692307683,99.9576051282052,101.41775384615386,98.42746666666672,101.60078461538468,102.4403948717948,102.65209999999993,103.16623846153861,102.24006410256412,105.41218717948715,105.55212307692302,107.2636948717949,106.13488717948717,105.96974615384616,107.28889230769228,103.01259743589753,105.43162820512818,106.83919230769219,106.06214615384624,104.9752564102565,104.96453076923073,105.45339230769243,107.12378717948712,106.6969538461538,107.79134871794875
60 day,108.87845,108.78093666666669,108.69444333333335,108.52458500000002,108.186495,107.72470166666666,106.48456500000002,106.06068833333332,105.91996833333333,105.75801500000003,105.709625,105.59823833333333,105.52595166666669,105.25345666666665,105.21891166666667,105.19476999999999,105.24268666666666,105.21544999999999,105.22661666666664,105.24882999999998,105.24931999999998,105.16095166666666,105.07014333333332,104.9701533333333,104.91300833333334,104.89366833333334,104.93116666666667,104.92483333333334,104.92366666666666
70 day,109.08616000000002,109.02121142857145,108.9927342857143,108.9158442857143,108.78735571428574,108.46948285714286,107.56838000000003,107.16366428571429,106.98871000000001,106.81874142857146,106.66603,106.38137285714285,106.20547571428573,105.78841428571428,105.70944714285714,105.67140142857141,105.59867857142855,105.60932857142856,105.58177571428571,105.44406428571429,105.38900999999998,105.20544428571428,105.26473142857142,105.22809999999998,105.21624285714286,105.24262428571429,105.30070285714285,105.32121142857143,105.35716285714284
80 day,108.98293625000001,109.04546500000004,109.05178750000005,109.00541875000003,108.91327875000005,108.67359875000002,107.97014250000004,107.75143125000002,107.66418625000001,107.55541625000004,107.45004750000003,107.23208749999999,107.12136625000001,106.81406374999997,106.71845624999999,106.63762124999998,106.44940124999998,106.35292749999999,106.26907624999998,105.99723249999997,105.89354874999997,105.56938625000001,105.57346875,105.57116249999997,105.52830375,105.50471375,105.41650874999998,105.40234249999999,105.40268374999998
90 day,108.85464222222224,108.90036444444449,108.87851888888895,108.81506222222227,108.7124544444445,108.5317655555556,108.13625555555562,107.96762333333338,107.90091444444448,107.8223744444445,107.7447544444445,107.57656888888889,107.47604777777778,107.30843444444442,107.29038333333331,107.2770544444444,107.17037555555552,107.10121555555553,107.03774444444441,106.85595777777775,106.80218444444439,106.41535444444443,106.33246777777778,106.23637999999995,106.14517888888889,106.03559222222219,105.8619322222222,105.80187777777776,105.7637922222222
