,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-15,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
30 min,81.93679999999999,82.64886666666666,82.32736666666666,78.62823333333337,76.04313333333333,75.69743333333331,73.22466666666666,69.66723333333334,67.22246666666665,67.22930000000001,68.18726666666667,67.74076666666669,67.5419,69.42556666666668,70.03806666666667,71.51506666666666,72.2105,72.48460000000001,71.65063333333336,70.58406666666664,71.72893333333334,72.08923333333334,71.9898,72.3843,71.45726666666665,71.80576666666666,71.27143333333333,71.90293333333337,71.54253333333334,71.5434,71.73386666666667,72.02463333333331,71.84096666666666,71.31149999999997,71.56763333333333,71.08643333333335,70.01996666666668,70.47260000000001,71.5953,72.53860000000002,72.25303333333333,73.45579999999998
4 hr,81.52534166666663,82.84609999999995,82.23358750000001,78.90714999999997,77.10662499999998,76.04167916666663,74.45036249999995,69.42947916666664,67.39962083333332,66.51931250000001,68.19497083333329,68.04590416666663,67.66508750000004,69.74938333333336,70.15310833333335,71.06026249999996,72.20935833333336,72.32265833333335,71.45306250000002,70.73173749999998,71.769975,72.1259208333334,71.80830833333333,72.5860458333333,71.36496249999998,71.57329166666668,71.22785833333336,71.90829999999998,71.2738,71.48480833333339,71.75346666666668,72.08110833333336,71.98777083333334,71.2022125,71.45524999999995,70.90907083333336,69.93232916666668,70.33317083333337,71.68542083333331,72.44464583333334,72.23668750000002,73.25146249999995
4.5 hr,81.53555925925924,82.83572962962957,82.22058148148147,78.90639629629625,77.19021111111113,76.14495555555544,74.54389629629624,69.52641851851844,67.47518148148148,66.41240740740743,68.16222962962956,68.05297037037032,67.65142962962963,69.72302222222226,70.11890000000004,71.00569999999998,72.19431481481483,72.34495185185189,71.42760000000003,70.75625925925925,71.75239629629631,72.15011111111114,71.80115555555557,72.56288518518514,71.37414814814812,71.55614814814817,71.26691111111111,71.90655925925923,71.23282222222223,71.45916666666675,71.74921481481482,72.10544074074078,71.98289259259262,71.23368888888888,71.44020740740736,70.88207037037041,69.90174074074073,70.31701851851857,71.69788518518516,72.41252222222221,72.19820740740735,73.2251777777777
40 day,79.63075749999999,79.83255999999997,79.99282499999998,80.04683499999999,80.04811249999999,80.01197249999998,79.91399999999999,79.734225,79.57168250000001,79.12010000000001,78.38992750000001,78.105895,77.81905000000002,77.57130500000001,77.31792750000002,77.06696250000002,76.81326250000002,76.56701750000003,76.31605250000003,76.03601500000003,75.79424250000002,75.538555,75.27690500000001,75.0410975,74.83734250000002,74.637315,74.401505,74.157745,73.86106,73.534555,73.2055675,72.8972025,72.55404999999999,71.9827925,71.74126750000002,71.49378,71.203305,70.9058725,70.6385075,70.48171499999998,70.39053999999999,70.35075249999997
45 min,81.97817777777779,82.63902222222222,82.34346666666667,78.72540000000004,76.16693333333333,75.68039999999998,73.16997777777776,69.75977777777778,67.31075555555555,67.06033333333333,68.15715555555559,67.7442888888889,67.5376666666667,69.45931111111109,70.06373333333335,71.4947111111111,72.28406666666666,72.48642222222225,71.62982222222223,70.60273333333335,71.7219777777778,72.11406666666666,71.98519999999999,72.42166666666668,71.43195555555555,71.84317777777777,71.26777777777778,71.93062222222224,71.54475555555555,71.53775555555558,71.77720000000001,71.93093333333334,71.83646666666668,71.30846666666665,71.57964444444444,71.04946666666666,70.0364222222222,70.47517777777777,71.62388888888886,72.56493333333334,72.25564444444446,73.41955555555553
5 day,81.48596,81.41042,81.28718,80.80016,79.81816,78.55986,76.74098000000001,74.21442,71.93236,68.21108000000001,67.13365999999999,67.6863,67.60878,67.84932,68.23098,68.83528000000001,69.66817999999999,70.69192,71.11731999999999,71.2525,71.336,71.29028,71.19288,71.336,71.52286000000001,71.50696,71.37178,71.3519,71.18294,71.16504,71.14516,71.33202,71.33002,71.2684,71.24056,71.02985999999999,70.67999999999999,70.4832,70.5329,70.72373999999999,70.99224000000001,71.73944
5 hr,81.55417999999996,82.81872333333328,82.18201999999997,78.92086999999994,77.28481333333333,76.2211499999999,74.61791666666659,69.6900666666666,67.55214666666667,66.28832666666666,68.14293333333325,68.02756999999991,67.59665999999999,69.7106366666667,70.08104333333337,70.95505999999999,72.19206333333334,72.33120333333339,71.42000333333338,70.78263666666666,71.73775333333334,72.16804333333334,71.80120000000001,72.55224333333328,71.37944333333331,71.57931666666668,71.28569666666668,71.92360999999995,71.20091666666669,71.41927000000008,71.74305999999999,72.10378000000001,71.96128,71.25161333333334,71.44080666666662,70.85584666666672,69.88617999999997,70.30066333333339,71.71517,72.41011666666665,72.15773666666664,73.21482333333329
5 min,81.83,82.48400000000001,82.27799999999999,78.75200000000001,76.1,75.564,73.382,69.56800000000001,67.269,67.62,68.03600000000002,67.946,67.363,69.503,69.987,71.42999999999999,72.171,72.437,71.67999999999999,70.558,71.755,72.017,71.967,72.321,71.402,71.735,71.28,71.88759999999999,71.456,71.48500000000001,71.65799999999999,72.216,71.83699999999999,71.292,71.465,71.137,70.04400000000001,70.479,71.534,72.42099999999999,72.119,73.436
5.5 hr,81.59557272727271,82.79928787878785,82.16939393939393,78.96609090909085,77.35180909090909,76.2863333333332,74.69987272727265,69.83086363636356,67.6568181818182,66.14742121212122,68.1455757575757,67.96049393939386,67.5394424242424,69.66892121212123,70.05278484848486,70.8916909090909,72.14941515151517,72.29822727272732,71.43752121212127,70.79526363636366,71.7174454545455,72.18400303030302,71.79144242424246,72.53884545454538,71.39516666666665,71.6175363636364,71.2927090909091,71.95692727272721,71.15720606060609,71.404990909091,71.71993636363634,72.10782121212121,71.95098787878788,71.27219393939394,71.43839393939388,70.86140909090915,69.90145757575755,70.29537575757581,71.71921515151516,72.40022121212124,72.1409363636363,73.22504545454542
50 day,78.13835,78.344476,78.52784999999999,78.63393199999999,78.69901399999999,78.76579799999999,78.756622,78.68595599999999,78.59329199999999,78.38169999999998,77.94407,77.782486,77.591564,77.439238,77.30257400000002,77.25424000000002,77.19255400000002,77.12615000000001,77.03277600000003,76.87918200000001,76.72907000000002,76.58056200000001,76.44372000000001,76.30237600000001,76.13187800000003,75.93786600000001,75.71681600000002,75.50809200000002,75.30473600000002,75.09760200000001,74.90060600000001,74.70122400000001,74.489716,74.113218,73.948424,73.757392,73.52719799999998,73.26778399999999,73.00777399999998,72.76088399999999,72.51997199999998,72.28518399999997
50 min,81.99016,82.64142,82.32584000000001,78.75168000000002,76.21933999999999,75.66975999999998,73.15487999999999,69.7732,67.3449,67.019,68.15164000000003,67.74346,67.53770000000003,69.47438,70.06276000000001,71.49211999999999,72.30207999999999,72.47060000000002,71.6293,70.61006000000002,71.72670000000002,72.11756,71.98167999999998,72.43352,71.42056000000001,71.84093999999999,71.26514000000002,71.93666000000002,71.54268,71.53398000000001,71.78868,71.91212000000002,71.83452000000001,71.30161999999997,71.56808,71.0328,70.03804,70.47336,71.62475999999997,72.56654000000002,72.25568000000003,73.41621999999998
55 min,81.96452727272727,82.63856363636364,82.31076363636365,78.76325454545457,76.26139999999998,75.65903636363633,73.13189090909088,69.77372727272726,67.39463636363635,66.98618181818182,68.15076363636366,67.74696363636365,67.5437272727273,69.4928909090909,70.05723636363638,71.47827272727271,72.32189090909091,72.45274545454548,71.62678181818183,70.61896363636365,71.72927272727274,72.12589090909091,71.9818909090909,72.44147272727272,71.41160000000002,71.83949090909091,71.25823636363636,71.94169090909092,71.5388,71.53000000000003,71.80087272727273,71.90065454545456,71.83520000000001,71.29610909090906,71.55554545454545,71.018,70.0364909090909,70.4707818181818,71.62589090909087,72.56403636363639,72.26227272727274,73.41774545454543
6 hr,81.62839999999997,82.76890277777773,82.18590833333333,79.04229166666663,77.4144722222222,76.33931388888875,74.77458333333325,69.97693611111104,67.75808611111117,66.05725277777776,68.17838333333327,67.91695833333324,67.51696111111106,69.5977638888889,70.0014166666667,70.87591666666665,72.12876944444443,72.2444027777778,71.46578333333339,70.81391111111108,71.70995000000003,72.20148333333331,71.77659166666669,72.52023611111106,71.42520833333334,71.66659166666669,71.28672777777778,71.96410555555546,71.11217500000005,71.41043055555562,71.68649166666664,72.10230555555555,71.9478388888889,71.29383333333337,71.41894722222216,70.86807777777783,69.91296388888888,70.2885666666667,71.71947777777777,72.38351944444445,72.10276388888883,73.24653333333329
6.5 hr,81.66276923076921,82.76212051282046,82.2299358974359,79.08221025641019,77.46373846153843,76.4035615384614,74.82079743589735,70.0695307692307,67.8704538461539,66.03325897435897,68.20092564102556,67.8595076923076,67.5218538461538,69.50837435897438,69.94572564102566,70.86329743589742,72.11682307692307,72.18963333333336,71.51177435897439,70.8436923076923,71.67841794871799,72.19122564102564,71.75545641025643,72.49477948717943,71.45928717948719,71.69793846153848,71.29637435897436,71.96187692307686,71.09332307692313,71.42145384615388,71.66403076923075,72.07734615384615,71.9467307692308,71.31043589743592,71.38994358974352,70.87531794871799,69.95828461538464,70.29118717948721,71.69101794871794,72.36596153846155,72.05802564102558,73.25722307692303
60 day,77.02083,77.22571833333333,77.42153499999998,77.55145666666664,77.61310666666665,77.66068499999999,77.68516666666665,77.64852166666667,77.56059166666667,77.34620333333334,77.11711166666667,77.03584166666668,76.95648666666668,76.88721666666669,76.8342916666667,76.82515500000002,76.85349666666669,76.8431416666667,76.79993000000003,76.71345500000002,76.6343316666667,76.56527666666669,76.48337000000002,76.40380833333334,76.31675833333337,76.28211333333336,76.21563333333334,76.15052333333334,76.07055833333334,75.95664333333336,75.82856833333337,75.70911833333336,75.59326000000003,75.31268500000002,75.14703166666668,74.96083666666668,74.75757833333334,74.56972666666667,74.39811,74.24753,74.08619499999996,73.94304999999996
70 day,75.75288285714285,75.95519428571428,76.16907571428568,76.32336999999997,76.44484857142855,76.55355999999998,76.6225614285714,76.64015714285713,76.6012242857143,76.50149285714286,76.40596428571428,76.34266000000001,76.26772000000001,76.2358842857143,76.20958571428575,76.19257428571431,76.17577000000003,76.17536714285717,76.17024571428576,76.13552571428575,76.11261571428577,76.09918285714289,76.09733142857147,76.07856571428574,76.05620428571433,76.05320142857146,76.06457285714289,76.04732000000004,76.00843571428574,75.9463828571429,75.87600714285718,75.8205085714286,75.74874000000004,75.58818142857146,75.55507714285717,75.49639142857146,75.41545000000002,75.33114714285716,75.23435857142859,75.13622285714287,75.0379657142857,74.96703999999998
80 day,74.8540675,75.01341874999999,75.17127874999997,75.28144874999998,75.36784749999998,75.44950124999998,75.50481124999997,75.5115575,75.491085,75.45695624999999,75.47457499999999,75.47923999999999,75.47310625,75.48726500000001,75.50713375000002,75.52413000000003,75.55057625000002,75.58260000000003,75.60295625000002,75.60483000000002,75.61592375000004,75.60973125000002,75.60205500000004,75.60973125000002,75.60684750000004,75.59618750000003,75.57017750000003,75.56249500000004,75.55639875000004,75.53657875000005,75.51429625000006,75.50577250000005,75.50278500000005,75.45126875000003,75.44565875000004,75.45411875000005,75.41703125000004,75.36921625000004,75.31566625000002,75.26427500000003,75.21932625000001,75.1813625
90 day,73.89716777777777,74.07390666666664,74.24713666666663,74.38486999999998,74.50088555555553,74.6122211111111,74.69587888888886,74.73900444444442,74.73238333333333,74.69089,74.64273333333333,74.62919555555555,74.61177111111111,74.61985333333334,74.62982555555557,74.65701666666668,74.70051555555557,74.75622222222223,74.79507777777779,74.83255111111113,74.87580444444447,74.92368333333334,74.96969444444447,75.01386444444447,75.0494166666667,75.06828000000003,75.0817377777778,75.10368777777781,75.12034666666669,75.13139888888892,75.13927222222226,75.13663888888892,75.12860000000003,75.11905555555559,75.10692888888893,75.08248444444449,75.05610777777781,75.03843000000005,75.0214755555556,75.01072444444448,75.00635888888891,75.02577777777779
Tomorrow,81.9392,81.8199,78.2617,75.757,75.0215,72.8448,69.1871,66.8514,64.8635,67.9447,67.6267,66.921,69.1474,69.5449,70.9364,71.7912,72.0397,71.2744,70.2208,71.3539,71.5626,71.5527,71.99,71.1551,71.2744,70.8867,71.4533,71.1452,71.0656,71.175,71.821,71.4433,71.0259,71.0358,70.7675,69.694,70.0419,71.1253,71.99,72.11,73.43,NULL
