,2018-12-13,2018-12-14,2018-12-17,2018-12-21,2018-12-26,2018-12-31,2019-01-16,2019-01-28,2019-02-01
45 min,15.891111111111108,15.825111111111116,15.920777777777781,14.983888888888883,17.108199999999997,17.723111111111113,22.888799999999996,24.870577777777765,25.407911111111115
5 day,16.619999999999997,16.418,16.206,15.822,15.960000000000003,17.163999999999998,21.308,24.098000000000003,24.812
5 hr,16.116843333333332,16.11926000000001,16.057056666666664,15.109656666666648,16.57315999999999,17.67473666666668,22.572389999999995,24.82354,25.3739433333333
5 min,15.77,15.87,15.850999999999999,15.141,17.357999999999997,17.809999999999995,22.809,24.877999999999997,25.601
5.5 hr,16.169403030303027,16.11250000000001,16.049172727272726,15.203515151515138,16.51245454545454,17.669003030303042,22.483648484848487,24.834551515151514,25.36362121212118
50 day,20.804500000000004,20.589900000000004,20.408900000000006,19.771500000000007,19.487300000000005,19.1167,18.820300000000003,19.022000000000002,19.441500000000005
50 min,15.879159999999997,15.836100000000005,15.926700000000006,14.985379999999996,17.066179999999996,17.7035,22.89812,24.86731999999998,25.395620000000005
55 min,15.864781818181816,15.838272727272734,15.931654545454549,14.993963636363631,17.027618181818177,17.691472727272725,22.89856363636363,24.86510909090907,25.38229090909091
6 hr,16.22187222222221,16.07884444444445,16.03104166666666,15.255663888888877,16.44507777777777,17.694116666666677,22.417222222222225,24.81025555555555,25.35862222222219
6.5 hr,16.290782051282047,16.06337692307693,15.999582051282044,15.293189743589732,16.412453846153838,17.709443589743596,22.3424282051282,24.7554282051282,25.347148717948688
60 day,21.67141666666667,21.500583333333335,21.316583333333334,20.620750000000005,20.316583333333337,19.90708333333334,19.24575,19.562083333333337,19.749916666666667
70 day,22.38228571428572,22.21014285714286,22.06671428571429,21.431714285714293,21.13635714285715,20.78521428571429,19.876500000000004,19.90607142857143,19.981785714285717
80 day,23.390125000000005,23.202000000000005,23.017125000000004,22.274000000000008,21.90650000000001,21.495500000000007,20.623812500000003,20.4485625,20.434812500000003
90 day,24.318444444444452,24.10733333333334,23.912444444444453,23.17577777777779,22.876333333333342,22.45655555555556,21.284222222222226,21.075611111111115,21.00405555555556
Tomorrow,15.85,15.86,16.45,15.66,17.45,18.41,23.11,24.19,25.61
