,2018-12-12,2018-12-13,2018-12-14,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-11,2019-01-18,2019-01-22,2019-01-23,2019-01-25,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-04,2019-02-06,2019-02-11,2019-02-12
30 min,32.10756666666667,32.40666666666667,32.11076666666667,31.955833333333324,30.818966666666668,30.126233333333328,30.058299999999996,30.00963333333333,31.53833333333334,31.993399999999994,33.23263333333334,32.93366666666665,33.426500000000004,34.30139999999999,34.956766666666674,34.85136666666667,35.35486666666667,35.89189999999999,36.92733333333332,36.44179999999999,37.01950000000001,37.45103333333332,36.994299999999996,36.211166666666685,37.08550000000002
4 hr,32.30903333333335,32.47020833333335,32.386045833333334,32.055337499999986,31.67173750000001,30.10482083333334,30.250183333333343,30.168424999999996,31.403595833333338,32.187208333333324,33.16937083333334,33.02317499999999,33.36581666666665,34.351066666666675,34.698604166666684,34.71780833333333,35.359999999999985,36.119270833333346,36.65566250000001,36.46415416666669,36.94590000000001,37.3985333333333,37.086333333333364,36.12797499999998,37.13917083333334
4.5 hr,32.30822962962966,32.46842592592593,32.43054444444446,32.05351851851852,31.710018518518538,30.117862962962963,30.289600000000014,30.19627037037037,31.373644444444444,32.20091851851851,33.13814814814816,33.00190370370369,33.343392592592586,34.340885185185186,34.64524074074075,34.68231481481482,35.34794444444441,36.100118518518535,36.631333333333345,36.46755555555556,36.926407407407424,37.36727037037034,37.107855555555595,36.11207777777775,37.12580740740742
40 day,37.88839250000001,37.69262500000001,37.4851825,37.01117,36.749567500000005,36.486475,36.276050000000005,34.6303575,34.40424750000001,34.1766975,33.964220000000005,33.77139500000001,33.451442500000006,32.685072500000004,32.6147625,32.5292825,32.4336775,32.51193,32.56440250000001,32.60466,32.6469925,32.72217500000001,32.94141499999999,33.27853999999999,33.39910499999999
45 min,32.11222222222223,32.42722222222223,32.14848888888889,31.93991111111112,30.811311111111106,30.110422222222233,30.08286666666667,30.01275555555555,31.541088888888893,32.02448888888887,33.257733333333334,32.92026666666667,33.401688888888884,34.319999999999986,35.020444444444465,34.84742222222221,35.3457111111111,35.920399999999994,36.92677777777777,36.399622222222206,36.97491111111113,37.478755555555544,36.998866666666665,36.20751111111112,37.09484444444443
5 day,31.90308,31.75204,31.730179999999997,31.769940000000002,31.56524,31.1101,30.6967,30.0185,30.372000000000003,30.772000000000002,31.35,31.880000000000003,32.958000000000006,33.412,33.79,34.199999999999996,34.836,35.282,35.690000000000005,36.065999999999995,36.408,36.8,37.012,36.354,36.384
5 hr,32.30893000000004,32.46829666666667,32.47979,32.05332000000001,31.747013333333342,30.157513333333338,30.305726666666693,30.19403666666667,31.364026666666675,32.192689999999985,33.10153,32.95306666666664,33.31940333333332,34.33883666666666,34.58795333333335,34.67405333333333,35.3373633333333,36.07837333333335,36.61698000000001,36.462650000000004,36.902766666666665,37.33562666666664,37.11455333333337,36.10963333333329,37.10508333333335
5 min,32.024,32.357,32.176,31.935000000000002,31.003000000000004,30.076,30.084000000000003,29.966999999999995,31.563,31.895999999999997,32.938,33.102,33.48799999999999,34.267999999999994,34.83200000000001,34.819,35.44,35.871,36.839999999999996,36.604,37.13,37.492000000000004,36.928,36.21,37.035000000000004
5.5 hr,32.29301818181821,32.48440909090909,32.52903030303029,32.05834545454546,31.79635151515151,30.220339393939387,30.337324242424263,30.163851515151524,31.355906060606078,32.164142424242414,33.06004848484847,32.90048181818181,33.30218181818181,34.31290303030301,34.530403030303056,34.6798393939394,35.34009090909088,36.074848484848516,36.60977575757577,36.47385757575757,36.87812424242425,37.309766666666654,37.10886969696973,36.09915757575754,37.07036363636364
50 day,39.096786000000016,38.82589200000002,38.54804200000001,37.99373400000001,37.712108000000015,37.41915200000001,37.156008000000014,35.598968,35.40496200000001,35.23385400000001,35.125484,35.001236000000006,34.80946800000001,34.16039800000001,34.039158000000015,33.90697600000001,33.69315800000001,33.528196,33.485508,33.422314,33.376482,33.336658,33.293625999999996,33.303757999999995,33.34714399999999
50 min,32.11780000000001,32.42778000000001,32.15744000000001,31.93842000000001,30.812979999999992,30.10348000000001,30.09558000000001,30.010679999999997,31.548479999999998,32.02729999999998,33.25606,32.92354,33.39411999999999,34.32459999999999,35.03320000000002,34.83717999999999,35.343839999999986,35.926259999999985,36.93006,36.38767999999999,36.96212000000001,37.48333999999999,36.9944,36.20306000000001,37.09865999999999
55 min,32.12009090909092,32.430872727272735,32.1623090909091,31.93490909090911,30.80443636363636,30.102254545454553,30.111254545454553,30.009981818181814,31.555163636363634,32.021363636363624,33.255545454545455,32.92858181818182,33.3824,34.325999999999986,35.04403636363639,34.82961818181817,35.341854545454524,35.931418181818174,36.938199999999995,36.38150909090908,36.953018181818194,37.486236363636365,36.99076363636364,36.198636363636375,37.1036
6 hr,32.2770027777778,32.49106666666668,32.57840277777776,32.04898888888891,31.833727777777778,30.280033333333318,30.36368611111112,30.139016666666667,31.331730555555577,32.13260277777778,33.04248888888886,32.88562222222221,33.3022611111111,34.26855833333332,34.44666388888891,34.69986111111111,35.33967499999998,36.068697222222255,36.58766944444446,36.48594722222222,36.86671666666667,37.27794166666665,37.09972500000003,36.082238888888845,37.03006666666667
6.5 hr,32.26913846153848,32.471694871794895,32.604384615384596,32.017643589743614,31.87002051282052,30.32679999999998,30.367138461538463,30.14212307692309,31.30168461538464,32.0981641025641,33.02889999999997,32.904143589743576,33.28383589743589,34.231361538461535,34.383928205128214,34.736987179487194,35.35027948717945,36.0741717948718,36.58299230769232,36.46950256410256,36.84793589743589,37.2619564102564,37.08465384615387,36.06308974358971,37.00330512820514
60 day,40.16905166666668,39.931596666666685,39.68637666666668,39.21763333333335,38.980906666666684,38.72053333333335,38.467585000000014,36.65313833333334,36.431180000000005,36.219855,36.05054333333333,35.90112500000001,35.64028833333334,35.03496833333334,34.943045000000005,34.884236666666666,34.76269833333334,34.66829166666667,34.62675500000001,34.56631000000001,34.50873833333334,34.45749833333334,34.31431333333333,34.105295,34.054829999999995
70 day,41.03231285714288,40.84800857142859,40.64347571428573,40.21172428571431,39.9983542857143,39.77249142857144,39.53461285714287,37.893708571428576,37.701711428571436,37.50665285714286,37.33267571428571,37.159174285714286,36.82458428571427,35.96744,35.82973285714286,35.71160857142857,35.51104000000001,35.38270285714286,35.33361428571429,35.269737142857146,35.217977142857144,35.16468714285715,35.09377428571428,34.981905714285716,34.95682142857142
80 day,41.51250750000001,41.35965250000002,41.20171625000001,40.88220000000002,40.713315000000016,40.519272500000014,40.32696375000002,38.92902875000001,38.751877500000006,38.57885125,38.40818875,38.23989875,37.912808749999996,37.137122500000004,37.00444625,36.87584124999999,36.6258125,36.379735,36.2668475,36.15592624999999,36.05622875,35.96438500000001,35.7915325,35.58346625,35.54586499999999
90 day,41.72995777777779,41.59958555555557,41.45908777777779,41.17672222222224,41.03913777777779,40.89106666666668,40.74420666666668,39.667528888888896,39.525895555555564,39.37528333333334,39.237658888888895,39.09631444444445,38.83492777777778,38.13333555555556,38.013312222222226,37.88261222222222,37.62984777777778,37.388666666666666,37.27920333333334,37.17608666666667,37.08744000000001,37.00444222222223,36.817525555555555,36.51089888888888,36.41398666666665
Tomorrow,32.1774,31.9985,31.1936,30.7762,29.9017,29.9315,28.8682,31.54,31.87,32.93,33.1,33.4,33.02,34.91,34.82,34.71,35.55,36.86,36.59,37.15,37.51,36.85,36.0,37.0,36.89
