,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-03,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-30,2019-01-31,2019-02-01,2019-02-05,2019-02-06,2019-02-07,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
30 min,36.99036666666667,37.083,36.6278,36.32696666666666,36.100199999999994,35.55773333333333,35.21816666666667,34.70663333333333,33.82856666666667,33.85476666666667,33.871633333333335,34.17556666666667,34.721466666666664,35.62499999999999,35.54679999999999,35.8114,35.955666666666666,35.866366666666664,35.596500000000006,35.73576666666668,35.96370000000001,35.8831,36.19793333333334,35.067099999999996,36.78476666666666,36.216766666666665,35.72776666666667,35.26723333333334,36.123799999999996,35.40306666666666,36.56836666666666,36.790033333333334,37.17613333333333,37.23886666666666,37.528566666666656,36.9951,37.24476666666667,37.0687,37.37336666666666,37.72000000000001
4 hr,36.98121666666668,37.21320416666666,36.580058333333334,36.39975416666666,36.34709166666668,35.59176250000003,35.890454166666665,34.6862125,34.270541666666674,33.474608333333315,33.644229166666655,34.21502500000002,34.95759166666667,35.56500416666664,35.620270833333294,35.68450833333335,35.82037083333333,35.7817583333333,35.54043333333333,35.77919583333335,36.08070416666665,35.964687499999975,36.14098750000002,35.39572499999999,36.56703750000001,35.87349583333333,35.85983749999998,35.04956666666664,36.163045833333335,35.53039166666668,36.500966666666656,36.7285125,37.06671666666668,37.06580833333335,37.449849999999984,37.01012083333332,37.30238333333331,36.99133750000001,37.36361666666669,37.58365000000004
4.5 hr,36.98095185185185,37.20687407407403,36.60150740740744,36.42407777777779,36.38663333333333,35.59802222222227,35.92197777777777,34.704025925925954,34.33330000000001,33.42699999999997,33.62482962962961,34.18004444444446,34.972607407407416,35.55660740740737,35.611329629629594,35.66761481481483,35.81163333333334,35.77545555555554,35.54266666666667,35.774933333333344,36.081666666666656,35.97397777777776,36.11750370370374,35.42205925925923,36.546174074074095,35.86726296296296,35.89746296296294,35.03548148148143,36.14067037037039,35.51685555555557,36.503344444444444,36.719918518518526,37.06687777777779,37.06153333333334,37.45138148148145,37.03278518518517,37.303107407407396,37.01235555555556,37.343281481481476,37.57530370370371
40 day,37.168775000000004,37.215765000000005,37.234660000000005,37.23316750000001,37.239880000000014,37.23167500000001,37.2177525,37.192145000000004,37.182945000000004,37.08673,36.86843,36.784177500000006,36.713885,36.66389250000001,36.61161,36.552405,36.5017,36.444002499999996,36.3900075,36.3464725,36.23084000000001,36.16917500000001,36.12520500000001,36.0855375,36.075224999999996,36.05164499999999,36.0071175,35.9376725,35.86857249999999,35.774272499999995,35.718667499999995,35.66508,35.63428,35.6334525,35.6468675,35.676575,35.6936575,35.7159325,35.74719,35.80512
45 min,37.03384444444444,37.08937777777776,36.59837777777778,36.3408222222222,36.12837777777777,35.500511111111116,35.217999999999996,34.744622222222226,33.90046666666667,33.7406,33.81617777777778,34.16124444444445,34.78362222222222,35.59062222222221,35.5699111111111,35.81308888888888,35.95213333333334,35.84739999999999,35.569511111111126,35.74591111111113,35.98982222222222,35.88148888888889,36.18815555555557,35.12044444444442,36.78317777777777,36.185199999999995,35.7436,35.24193333333334,36.11366666666666,35.41948888888889,36.55397777777778,36.777133333333346,37.16275555555555,37.22846666666666,37.517155555555554,37.00191111111111,37.2755111111111,37.069755555555545,37.360222222222205,37.69624444444447
5 day,37.22694,37.08574,36.86298000000001,36.65016000000001,36.42342,36.18674,35.83072,35.405080000000005,34.88994,33.9651,33.86552,34.162099999999995,34.299859999999995,34.606,34.86,35.194,35.532000000000004,35.768,35.732000000000006,35.8,35.79,35.808,35.92400000000001,35.763999999999996,35.976,36.044,36.018,35.85000000000001,36.072,35.78,35.846,36.048,36.542,36.89,37.112,37.32,37.338,37.31,37.226,37.260000000000005
5 hr,36.99353666666666,37.19308333333329,36.62009000000002,36.451216666666674,36.424546666666664,35.60357333333338,35.95320666666667,34.742706666666685,34.38839000000001,33.365726666666646,33.61687999999998,34.156530000000004,34.973859999999995,35.55009666666665,35.59354999999996,35.654693333333334,35.79580333333335,35.76788666666665,35.53989666666668,35.78004666666667,36.08429666666666,35.97552333333333,36.09666000000003,35.45162666666664,36.549400000000006,35.868233333333336,35.92899666666664,35.029559999999954,36.11308000000002,35.50611000000003,36.50969666666666,36.711773333333355,37.070520000000016,37.06229000000001,37.447286666666635,37.06665333333332,37.296189999999996,37.03205666666667,37.32107666666668,37.568096666666676
5 min,36.793000000000006,36.999,36.765,36.392999999999994,36.2,35.686,35.279,34.62779999999999,33.7746,34.125,33.916,34.36280000000001,34.650999999999996,35.80200000000001,35.467,35.802,36.021,35.798,35.647000000000006,35.775,35.931,35.865,36.181000000000004,34.955,36.867000000000004,36.25,35.760000000000005,35.349000000000004,36.047000000000004,35.419,36.579,36.827999999999996,37.15,37.169,37.6376,37.004000000000005,37.212,37.025000000000006,37.3,37.7238
5.5 hr,37.01936666666666,37.17779393939392,36.64983333333333,36.46304242424243,36.435381818181824,35.63227878787882,35.99382121212122,34.78689393939395,34.45588181818182,33.31814545454542,33.620824242424206,34.12736969696971,34.957606060606054,35.528375757575745,35.57883333333328,35.634106060606065,35.78033030303032,35.76666363636362,35.53740606060607,35.779242424242426,36.08700909090907,35.96968484848483,36.07180303030305,35.49568787878785,36.57683636363638,35.85009696969696,35.96635454545453,35.03182121212118,36.096663636363665,35.493103030303054,36.50359393939393,36.70099090909092,37.08090303030304,37.05795151515152,37.45552727272724,37.0948727272727,37.29100909090909,37.05541818181818,37.29502121212121,37.56696363636364
50 day,36.67999400000001,36.71281200000001,36.733896,36.756768,36.776656,36.798336000000006,36.798536,36.782226,36.77168399999999,36.750204000000004,36.66208,36.63465600000001,36.61183600000001,36.616990000000015,36.61653400000001,36.652308000000005,36.660672000000005,36.67617,36.672952,36.638324,36.55954200000001,36.528708,36.496714000000004,36.445688,36.421724,36.38476,36.337802,36.289406,36.260777999999995,36.207814,36.173672,36.141940000000005,36.12983,36.127179999999996,36.137116,36.114938,36.082858,36.039418,36.008734,35.985464
50 min,37.0479,37.097539999999995,36.58806,36.34543999999998,36.14433999999999,35.48698000000001,35.22108,34.74506,33.92532,33.716660000000005,33.804460000000006,34.1567,34.795860000000005,35.58575999999998,35.56885999999999,35.80905999999999,35.94818000000001,35.84124,35.562160000000006,35.747180000000014,35.99286,35.87903999999999,36.185800000000015,35.129979999999975,36.76842,36.17607999999999,35.747440000000005,35.23500000000001,36.10867999999999,35.426840000000006,36.55098000000001,36.769740000000006,37.15505999999999,37.2207,37.51694,37.00318,37.27857999999999,37.06883999999999,37.35755999999998,37.691880000000026
55 min,37.045781818181815,37.09863636363635,36.578436363636364,36.34501818181817,36.153999999999996,35.47489090909092,35.21270909090909,34.729454545454544,33.95410909090909,33.69761818181818,33.801254545454555,34.15469090909091,34.809781818181825,35.583436363636345,35.56559999999999,35.801054545454534,35.943345454545465,35.83758181818182,35.556509090909096,35.7501090909091,35.999472727272725,35.88358181818181,36.18352727272729,35.14139999999998,36.75592727272728,36.162963636363635,35.74847272727273,35.228636363636376,36.10676363636363,35.437400000000004,36.54820000000001,36.765163636363646,37.148963636363625,37.21249090909092,37.515581818181815,37.003327272727276,37.28278181818181,37.0671818181818,37.3587818181818,37.68980000000002
6 hr,37.05883888888888,37.16411666666666,36.68197777777779,36.46038888888889,36.44050277777779,35.66570555555559,36.00671666666667,34.82556944444444,34.51795555555555,33.29476111111109,33.64129999999998,34.11330555555557,34.930694444444434,35.500274999999974,35.573249999999966,35.62851666666667,35.7882138888889,35.75736666666665,35.53108333333334,35.769675,36.09844722222221,35.964,36.03684444444446,35.52235555555555,36.60083055555557,35.830188888888884,35.99936666666666,35.01648055555554,36.07123333333337,35.4825166666667,36.49342777777777,36.69940000000001,37.074622222222224,37.04136111111112,37.45746111111108,37.120591666666655,37.29919166666667,37.079680555555555,37.26806666666667,37.55893611111111
6.5 hr,37.11419743589741,37.164046153846144,36.708520512820535,36.4517717948718,36.43164871794872,35.69992051282054,36.00819230769232,34.84703076923078,34.55449230769231,33.301835897435886,33.672930769230746,34.08120000000001,34.895894871794866,35.46907179487177,35.5658333333333,35.62689743589743,35.79105384615385,35.754905128205124,35.5309153846154,35.742838461538454,36.09973333333333,35.95851282051281,36.020402564102575,35.55534871794871,36.6152,35.838915384615376,36.03828717948716,35.031310256410244,36.041307692307704,35.48337179487183,36.48706923076922,36.69308461538463,37.06610512820512,37.038076923076936,37.44016666666664,37.149076923076905,37.30118205128206,37.09968974358973,37.237700000000004,37.555984615384595
60 day,36.58003166666668,36.58364000000001,36.57074333333334,36.557808333333334,36.53464166666666,36.50070833333333,36.49657499999999,36.48678499999998,36.46306999999999,36.41264833333333,36.36026166666667,36.34950666666668,36.35402666666667,36.367770000000014,36.370870000000004,36.39803,36.440966666666675,36.46415833333334,36.47639333333334,36.47587833333333,36.47238000000001,36.47453,36.485491666666675,36.477444999999996,36.52675666666666,36.53672666666667,36.548975000000006,36.541959999999996,36.518269999999994,36.47662,36.457118333333334,36.446090000000005,36.42257333333334,36.407270000000004,36.40046666666667,36.378505,36.37398166666666,36.35651166666666,36.33956,36.329449999999994
70 day,36.5048142857143,36.5074842857143,36.51564714285716,36.51925714285716,36.52610571428572,36.52146714285715,36.50760857142858,36.4865,36.455998571428566,36.365158571428566,36.24636857142856,36.203087142857136,36.162389999999995,36.17048428571429,36.1764,36.186882857142855,36.20434285714286,36.21568857142858,36.22276571428572,36.22658714285714,36.25114857142858,36.27316571428572,36.29066,36.28674571428571,36.326739999999994,36.36611428571428,36.385421428571426,36.392194285714275,36.39618142857142,36.38519999999999,36.39704,36.411454285714285,36.453095714285716,36.499362857142856,36.528479999999995,36.582251428571425,36.57851714285714,36.56567428571428,36.55881571428571,36.56336285714285
80 day,36.396223750000004,36.415746250000005,36.43463500000001,36.44447000000001,36.455903750000004,36.462477500000006,36.448620000000005,36.4285425,36.398638749999996,36.3262025,36.25156625,36.23706250000001,36.22284375,36.220900000000015,36.214948750000005,36.215218750000005,36.2079925,36.198755,36.1871425,36.167636249999994,36.13532625,36.115591249999994,36.12767375,36.12709999999999,36.15089749999999,36.168425,36.1778525,36.180794999999996,36.188013749999996,36.19344625,36.21288,36.243145000000005,36.2892775,36.327772499999995,36.380224999999996,36.446169999999995,36.46415874999999,36.474549999999994,36.493534999999994,36.51839749999999
90 day,36.229776666666666,36.24921777777777,36.26721666666666,36.27969555555555,36.29458444444443,36.298449999999995,36.30173888888888,36.29916888888887,36.28313888888887,36.24952333333332,36.21483222222222,36.20677666666667,36.203588888888895,36.20032222222223,36.19360333333334,36.190985555555564,36.18775000000001,36.182616666666675,36.17196555555556,36.16957333333334,36.173055555555564,36.17452777777778,36.177244444444455,36.16684333333333,36.18008333333333,36.17565999999999,36.16700444444444,36.15379333333332,36.13989888888887,36.12339777777777,36.11417888888888,36.10641444444444,36.14708888888888,36.17135333333333,36.20293333333333,36.25226222222222,36.271567777777776,36.294174444444444,36.319115555555555,36.35690666666666
Tomorrow,36.7755,36.5567,36.139,36.0097,35.4528,34.9954,34.4285,33.5633,32.8871,34.2793,34.37,34.64,35.81,35.43,35.72,36.06,35.82,35.63,35.77,35.83,35.91,36.21,34.97,36.89,36.24,35.78,35.37,36.08,35.43,36.57,36.79,36.77,37.17,37.68,37.6,37.24,37.03,37.26,37.77,NULL
