,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-26,2018-12-31,2019-01-02,2019-01-04,2019-01-07,2019-01-08,2019-01-09,2019-01-10,2019-01-11,2019-01-14,2019-01-16,2019-01-17,2019-01-18,2019-01-22,2019-01-23,2019-01-24,2019-01-25,2019-01-28,2019-01-29,2019-01-31,2019-02-01,2019-02-04,2019-02-05,2019-02-06,2019-02-08,2019-02-11,2019-02-12,2019-02-13,2019-02-14,2019-02-15
45 min,94.39744444444445,85.13542222222222,76.4047333333333,74.55297777777778,64.89691111111114,76.52875555555555,70.99446666666667,79.49173333333333,73.03211111111115,71.01782222222222,71.0226,70.08484444444444,69.46417777777779,71.40793333333332,82.24497777777779,81.91024444444444,81.03115555555556,96.14322222222224,101.91364444444443,84.44937777777776,83.70008888888889,75.97144444444444,72.72262222222224,71.77135555555556,74.30806666666668,75.62526666666668,80.30724444444445,78.3577111111111,81.00193333333335,81.72157777777775,84.01682222222222,82.88146666666668,78.07915555555556,77.3105777777778,75.93320000000001,75.94128888888889,77.25806666666668,76.39004444444444,76.58751111111111
5 day,98.14399999999999,94.988,90.292,85.268,79.018,75.50399999999999,72.80799999999999,73.364,73.312,73.41,71.92999999999999,71.74600000000001,71.22,70.57000000000001,73.114,74.962,77.042,82.252,87.902,89.008,89.61800000000001,85.85799999999999,80.388,78.16,75.83,74.21000000000001,75.156,76.408,78.86200000000001,80.174,80.402,81.244,81.378,80.744,79.21399999999998,77.748,77.57600000000001,76.90200000000002,76.352
5 hr,94.67295999999999,88.51551333333336,75.14562666666673,75.62342000000001,68.26169333333335,75.07813333333333,72.73423999999994,77.01481666666665,72.88613666666669,69.93840666666671,71.14686000000003,70.32179666666673,70.3626233333333,70.39636666666661,79.47478333333339,82.59954000000002,81.82939333333329,98.99074,101.21125666666673,84.22554999999998,83.79525333333328,78.53233999999999,73.42279000000002,71.80792333333329,74.30742333333328,76.19441333333332,79.21428666666661,77.7988366666667,80.89057,82.07053333333332,87.10164999999995,82.55857666666667,78.7733933333333,77.40435333333335,76.96824666666672,76.75692666666662,77.21021333333336,76.05811666666669,77.00850999999999
5 min,94.1856,84.51899999999998,75.5942,74.9048,65.6212,76.9566,71.5712,78.066,74.6378,71.1058,70.6054,70.388,69.94680000000001,71.74600000000001,83.1054,79.822,80.79,96.17540000000001,99.8338,85.382,83.44579999999999,76.87,72.79659999999998,71.7892,74.0048,75.46020000000001,81.56700000000001,78.7348,80.4286,81.7756,82.995,83.0384,77.9108,78.50519999999999,75.47400000000002,75.97460000000001,77.2154,76.52279999999999,76.55760000000001
5.5 hr,94.89046969696969,88.70451212121212,75.39922424242431,75.79517272727274,68.74212121212123,74.82462424242422,73.04107878787873,77.03503030303028,72.98532727272726,69.82881818181819,71.20339090909091,70.17969696969702,70.36510909090907,70.30387878787873,79.09463030303037,82.62353030303035,82.14353333333331,98.94365757575758,101.26268787878794,84.14053939393938,83.83785454545453,78.82667272727272,73.39178484848485,71.96091818181812,74.29734242424237,76.23231212121215,79.13346969696968,77.70529696969697,80.7432727272727,82.03988181818178,87.18274545454544,82.73289090909088,78.8608636363636,77.46315151515151,77.09182424242431,76.81818787878784,77.17383333333332,76.06164848484855,76.99097272727272
50 day,118.97539999999998,117.3654,116.1124,114.47839999999998,112.8848,111.4766,110.0966,109.0834,107.84480000000002,105.0974,99.9874,98.34600000000002,95.787,94.8092,94.2886,93.7476,93.194,93.3004,93.50139999999998,92.9958,92.675,92.19940000000001,91.51820000000002,90.16099999999999,89.26619999999998,88.5934,87.96320000000001,87.3134,86.2806,85.70920000000002,85.23520000000002,84.82060000000001,84.19740000000002,82.77860000000001,82.007,81.3082,80.71000000000001,80.19340000000001,79.6644
50 min,94.34366,85.24901999999999,76.42835999999997,74.56273999999999,64.98310000000002,76.58648,70.94442,79.53634,72.98622000000005,71.01274000000001,71.0358,70.11171999999999,69.41906,71.30331999999999,82.19722000000002,81.93678,81.1124,96.19216000000004,101.88781999999999,84.40287999999998,83.70723999999998,76.04862,72.68312000000003,71.78154,74.32376000000001,75.67212,80.17616000000001,78.30279999999999,80.99708000000003,81.74079999999998,84.08370000000001,82.82148000000001,78.09746,77.29332000000002,75.94518000000001,75.95202,77.26656000000001,76.3726,76.6085
55 min,94.28994545454546,85.27621818181817,76.3846727272727,74.51101818181817,65.08452727272729,76.59525454545455,70.8574,79.48776363636364,72.92689090909096,70.98223636363637,71.04805454545453,70.13278181818181,69.40290909090909,71.23290909090908,82.1782,81.94605454545453,81.17207272727272,96.2790363636364,101.88541818181818,84.35256363636363,83.70727272727271,76.10423636363636,72.64565454545458,71.78743636363637,74.34012727272727,75.70363636363638,80.08941818181819,78.25167272727272,81.03770909090912,81.79818181818179,84.11494545454546,82.75910909090912,78.08556363636362,77.28687272727275,75.94967272727273,75.9611090909091,77.28014545454546,76.36659999999999,76.64627272727274
6 hr,95.02157499999998,88.95926111111112,75.82579166666673,76.00605555555558,69.21682777777778,74.54087777777778,73.43034444444439,77.09960000000001,73.10113888888887,69.85966944444446,71.38279166666665,70.0949666666667,70.37791388888887,70.17728333333328,78.83645833333338,82.76335277777781,82.32397222222222,98.95924722222223,101.47719166666668,84.09744166666665,83.91782777777779,79.14033055555555,73.36520833333333,72.07988888888882,74.30521388888884,76.16055000000004,78.95963333333333,77.72712500000002,80.59044722222218,82.03328611111107,87.10320277777777,82.82749444444443,78.87973333333333,77.52878888888887,77.19103055555561,76.8148944444444,77.12179166666667,76.10731666666672,76.95962499999997
6.5 hr,95.15684615384615,89.28795641025643,76.48646923076929,76.01156410256415,69.60174358974358,74.37080256410253,73.92005641025636,77.0292282051282,73.36188717948718,70.00278974358976,71.66233076923072,70.04490000000006,70.42691025641022,70.0958692307692,78.58936410256415,82.80736153846158,82.37026410256412,98.75253076923076,101.51579999999998,84.10977948717947,83.89616666666666,79.53108974358973,73.61288205128203,72.21080769230763,74.17177692307688,76.07431282051286,78.64262307692309,77.829558974359,80.46049230769228,82.04984102564097,86.97017179487176,82.87678205128202,79.00916410256411,77.59200512820509,77.24972820512825,76.7805179487179,77.07917179487178,76.15870256410261,76.96151282051278
60 day,122.23583333333332,121.64066666666666,120.31633333333335,118.00083333333332,116.15983333333332,115.38483333333332,114.90983333333332,114.41683333333332,113.75633333333333,111.55566666666665,107.50216666666667,106.25033333333336,103.80100000000002,102.85000000000001,101.95766666666668,101.08683333333335,99.95516666666667,98.7945,97.824,95.61916666666667,94.58833333333334,93.83166666666666,93.03183333333332,92.40599999999998,91.85949999999998,91.314,91.16816666666665,90.98416666666664,90.3875,90.0945,89.79600000000002,89.40283333333335,88.37866666666669,87.23766666666668,86.60400000000003,86.01050000000002,85.59300000000003,85.08216666666668,84.51566666666669
70 day,117.68942857142858,117.96485714285713,117.94357142857145,117.73314285714285,117.53014285714283,117.5102857142857,117.31742857142856,117.06757142857143,116.63785714285716,115.4102857142857,111.518,110.00528571428572,108.82600000000001,108.312,107.86571428571429,107.12857142857143,106.22542857142857,105.24000000000001,104.69685714285714,102.78385714285716,101.87728571428572,100.98014285714287,100.17785714285715,99.24842857142856,98.42,97.37785714285714,96.182,95.04885714285713,93.00871428571429,92.10314285714286,91.53842857142858,91.00242857142857,90.55757142857144,89.76328571428571,89.54528571428571,89.34299999999999,89.093,88.77357142857143,88.44500000000001
80 day,108.65050000000001,109.322875,109.81812500000004,110.25800000000001,110.594125,111.07225000000001,111.4115,111.72225,112.01437500000002,112.28537500000002,112.094125,111.97362500000004,111.69312500000004,111.39450000000002,111.12337500000001,110.622625,110.2645,109.96212499999999,109.27674999999999,106.50274999999999,106.008375,105.72962499999998,105.291125,104.75662499999999,104.03987499999998,103.1865,102.148375,101.4095,99.60412500000001,98.79162500000001,98.08000000000001,97.50887500000002,96.77575000000002,95.263,94.13525000000001,93.10475,92.21775000000001,91.26887500000001,90.40875000000001
90 day,99.4572777777778,100.12761111111114,100.69072222222228,101.25127777777782,101.70850000000003,102.27405555555559,102.77605555555559,103.34977777777782,103.91222222222227,104.85122222222225,106.07611111111113,106.42566666666673,107.06833333333337,107.27344444444446,107.62633333333336,107.82155555555558,108.05855555555559,108.40077777777779,108.6578888888889,108.64155555555556,108.70333333333335,108.62222222222222,108.36677777777776,107.99777777777776,107.48888888888885,107.11444444444443,106.68933333333332,105.84577777777774,103.26311111111112,102.80655555555556,102.624,102.35055555555557,101.94666666666667,100.66122222222222,99.66611111111112,98.97466666666666,98.0908888888889,97.32477777777777,96.54233333333333
Tomorrow,84.48,75.52,75.13,65.89,76.5,71.0,78.3,74.87,71.38,71.08,70.46,70.0,71.9,83.26,79.7,80.4,96.0,100.15,82.88,83.45,77.2,72.8,71.74,73.96,75.35,81.93,79.06,77.48,81.91,83.07,83.27,78.15,79.99,75.42,75.94,77.29,76.62,76.49,NULL
